SeniorCitizen,Partner,Dependents,tenure,PhoneService,PaperlessBilling,MonthlyCharges,TotalCharges,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,MultipleLines_No phone service,MultipleLines_Yes,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,gender_Male,CLV,MonthlyCost_ratio,tenure_years,is_high_value,is_new_customer,is_long_term
0,1,1,13,1,1,49.95,587.45,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,649.35,0.0848840173336732,1.0833333333333333,0,0,0
0,0,0,16,1,0,18.95,326.8,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,True,False,False,True,303.2,0.05780964002440512,1.3333333333333333,0,0,0
0,1,0,58,1,0,100.35,5681.1,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,True,False,True,False,False,True,5820.299999999999,0.017660724028088205,4.833333333333333,1,0,1
0,0,0,49,1,1,103.7,5036.3,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False,True,5081.3,0.020586425267504416,4.083333333333333,1,0,1
0,0,0,25,1,1,105.5,2686.05,True,False,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,True,2637.5,0.03926238812080162,2.0833333333333335,0,0,0
0,1,1,69,1,0,113.25,7895.15,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,False,7814.25,0.014342432704545887,5.75,1,0,1
0,0,0,52,1,0,20.65,1022.95,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False,True,False,1073.8,0.020167000341813564,4.333333333333333,0,0,1
0,0,1,71,1,0,106.7,7382.25,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,True,7575.7,0.01445163037957539,5.916666666666667,1,0,1
0,1,1,10,1,0,55.2,528.35,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,552.0,0.10427883253046188,0.8333333333333334,0,0,0
0,0,0,21,1,1,90.05,1862.9,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,1891.05,0.04831267771876173,1.75,0,0,0
1,0,0,1,0,1,39.65,39.65,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,True,False,True,39.65,0.97539975399754,0.08333333333333333,0,1,0
0,1,0,12,1,0,19.8,202.25,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False,False,True,237.60000000000002,0.0974169741697417,1.0,0,0,0
0,0,0,1,1,0,20.15,20.15,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,True,True,20.15,0.9527186761229315,0.08333333333333333,0,1,0
0,1,0,58,1,1,59.9,3505.1,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,True,False,False,False,3474.2,0.017084509854254016,4.833333333333333,0,0,1
0,1,1,49,1,0,59.6,2970.3,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,2920.4,0.020058560226163633,4.083333333333333,0,0,1
0,0,0,30,1,1,55.3,1530.6,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1659.0,0.03610603290676417,2.5,0,0,0
0,1,1,47,1,1,99.35,4749.15,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,True,4669.45,0.020915128995926444,3.9166666666666665,1,0,1
0,1,1,1,0,0,30.2,30.2,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,30.2,0.967948717948718,0.08333333333333333,0,1,0
0,1,0,72,1,1,90.25,6369.45,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,True,6498.0,0.014166974075614753,6.0,1,0,1
0,0,1,17,1,1,64.7,1093.1,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,1099.9,0.05913536239831826,1.4166666666666667,0,0,0
1,1,0,71,1,1,96.35,6766.95,True,False,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,True,True,False,False,False,6840.849999999999,0.014236216284103754,5.916666666666667,1,0,1
1,1,0,2,1,1,95.5,181.65,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,True,191.0,0.5228579249931563,0.16666666666666666,0,1,0
0,1,1,27,1,0,66.15,1874.45,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,1786.0500000000002,0.03527153483164041,2.25,0,0,0
0,0,0,1,1,0,20.2,20.2,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,True,20.2,0.9528301886792453,0.08333333333333333,0,1,0
1,0,0,1,1,0,45.25,45.25,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,45.25,0.9783783783783784,0.08333333333333333,0,1,0
0,1,1,72,1,0,99.9,7251.7,True,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,7192.8,0.013774180649964841,6.0,1,0,1
0,0,0,5,1,1,69.7,316.9,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,348.5,0.21925133689839574,0.4166666666666667,0,1,0
0,0,0,46,1,1,74.8,3548.3,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,3440.7999999999997,0.021074578085819737,3.8333333333333335,0,0,1
0,0,0,34,1,1,106.35,3549.25,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,False,False,True,False,True,3615.8999999999996,0.02995563692697697,2.8333333333333335,0,0,0
0,0,0,11,1,1,97.85,1105.4,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False,False,1076.35,0.08843998553868401,0.9166666666666666,0,0,0
0,1,1,10,1,0,49.55,475.7,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,495.5,0.1039437801552339,0.8333333333333334,0,0,0
0,1,1,70,1,1,69.2,4872.35,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,True,True,False,False,False,4844.0,0.01419967783967907,5.833333333333333,1,0,1
0,1,1,17,1,0,20.75,418.25,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False,True,False,352.75,0.04949314251639833,1.4166666666666667,0,0,0
0,0,0,63,1,1,79.85,4861.45,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,True,True,False,False,False,5030.549999999999,0.016421762691647215,5.25,1,0,1
0,1,0,13,1,1,76.2,981.45,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,990.6,0.07756119904320831,1.0833333333333333,0,0,0
0,0,0,49,1,1,84.5,3906.7,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,4140.5,0.021623973181155155,4.083333333333333,1,0,1
0,0,0,2,1,0,49.25,97.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,98.5,0.5025510204081632,0.16666666666666666,0,1,0
0,0,0,2,1,1,80.65,144.15,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,161.3,0.555632104719256,0.16666666666666666,0,1,0
0,0,0,52,1,1,79.75,4217.8,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False,True,4147.0,0.01890347966246326,4.333333333333333,1,0,1
0,1,1,69,1,1,64.15,4254.1,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,True,True,False,False,False,4426.35,0.015076026415360391,5.75,1,0,1
1,0,0,43,1,1,90.25,3838.75,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,3880.75,0.023504134383748942,3.5833333333333335,1,0,1
0,0,0,15,1,1,99.1,1426.4,True,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,1486.5,0.06942693008266777,1.25,0,0,0
1,1,0,25,1,1,69.5,1752.65,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,1737.5,0.039631625466883355,2.0833333333333335,0,0,0
1,1,0,8,1,1,80.65,633.3,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,645.2,0.12714803720636925,0.6666666666666666,0,0,0
1,1,1,60,1,1,74.85,4456.35,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False,False,4491.0,0.01679248881061617,5.0,1,0,1
1,0,0,18,1,1,95.45,1752.55,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,True,1718.1000000000001,0.05443243705625731,1.5,0,0,0
0,1,1,63,1,1,99.65,6311.2,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,True,False,True,False,False,False,6277.950000000001,0.01578688888184785,5.25,1,0,1
1,1,1,66,1,1,108.45,7076.35,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,True,False,True,7157.7,0.0153235321130084,5.5,1,0,1
0,1,1,34,1,0,24.95,894.3,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,True,False,False,False,848.3,0.02786775382553334,2.8333333333333335,0,0,0
0,0,0,72,1,1,107.5,7853.7,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,False,7740.0,0.013686073306428,6.0,1,0,1
0,1,0,47,1,1,100.5,4707.1,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,True,False,False,4723.5,0.021346190607676133,3.9166666666666665,1,0,1
0,0,0,60,1,1,89.9,5450.7,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,5394.0,0.01649026909037548,5.0,1,0,1
0,1,0,72,0,0,42.1,2962.0,False,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,3031.2000000000003,0.01420857239284509,6.0,0,0,1
0,1,1,18,1,1,54.4,957.1,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False,979.1999999999999,0.056779041853668714,1.5,0,0,0
0,0,0,9,1,0,94.4,857.25,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,False,849.6,0.10999126128750365,0.75,0,0,0
0,0,0,3,1,1,75.3,244.1,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False,True,False,False,225.89999999999998,0.3072215422276622,0.25,0,1,0
0,1,0,47,1,1,78.9,3650.35,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,True,3708.3,0.02160844619113479,3.9166666666666665,0,0,1
0,0,0,31,1,0,79.2,2497.2,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True,False,2455.2000000000003,0.03170282603474502,2.5833333333333335,0,0,0
0,1,1,50,1,0,20.15,930.9,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,1007.4999999999999,0.021622491683657045,4.166666666666667,0,0,1
0,0,0,10,1,1,79.85,887.35,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,798.5,0.08988574323183429,0.8333333333333334,0,0,0
0,0,0,1,1,0,49.05,49.05,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,49.05,0.98001998001998,0.08333333333333333,0,1,0
0,1,1,52,1,1,20.4,1090.65,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True,False,False,1060.8,0.01868730820317867,4.333333333333333,0,0,1
1,1,1,64,1,1,111.6,7099.0,True,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,7142.4,0.015718309859154928,5.333333333333333,1,0,1
0,1,1,62,1,1,24.25,1424.6,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,False,True,1503.5,0.01701038159371493,5.166666666666667,0,0,1
0,0,1,3,1,1,64.5,177.4,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,193.5,0.3615470852017937,0.25,0,1,0
1,0,0,56,1,0,110.5,6139.5,True,False,False,True,False,True,False,True,False,False,False,True,False,True,False,True,True,False,False,True,False,False,6188.0,0.017995277257552317,4.666666666666667,1,0,1
0,0,0,46,1,0,55.65,2688.85,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,2559.9,0.02068888599736045,3.8333333333333335,0,0,1
0,1,1,8,1,0,54.65,482.25,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,437.2,0.11308846352819452,0.6666666666666666,0,0,0
1,0,0,30,1,1,74.75,2111.3,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,2242.5,0.03538796572456564,2.5,0,0,0
0,1,1,45,1,1,25.9,1216.6,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,True,False,False,False,1165.5,0.021271353482260183,3.75,0,0,1
0,0,1,1,1,1,79.35,79.35,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,79.35,0.9875544492843809,0.08333333333333333,0,1,0
0,1,1,11,0,0,50.55,565.35,False,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,True,False,False,556.05,0.0892557605720844,0.9166666666666666,0,0,0
0,1,0,7,1,1,75.15,496.9,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,526.0500000000001,0.15093392247439247,0.5833333333333334,0,0,0
0,0,0,42,1,1,103.8,4327.5,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,4359.599999999999,0.02398059373917061,3.5,1,0,1
0,1,0,49,1,1,20.15,973.35,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,987.3499999999999,0.02068045363575717,4.083333333333333,0,0,1
0,0,0,9,1,1,99.3,918.75,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False,True,893.6999999999999,0.10796412068496875,0.75,0,0,0
0,1,0,35,1,1,62.15,2215.45,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,2175.25,0.028040334769563944,2.9166666666666665,0,0,0
0,1,1,48,1,0,20.65,1057.0,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,991.1999999999999,0.0195179584120983,4.0,0,0,1
0,1,1,46,1,1,19.95,927.1,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,False,True,False,917.6999999999999,0.02149552849908415,3.8333333333333335,0,0,1
0,1,0,29,0,0,33.75,1009.25,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,True,978.75,0.0334075723830735,2.4166666666666665,0,0,0
0,1,1,30,1,0,82.05,2570.2,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,2461.5,0.031911169881767266,2.5,0,0,0
1,0,0,1,1,0,74.7,74.7,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,74.7,0.9867899603698811,0.08333333333333333,0,1,0
0,1,1,66,1,1,84.0,5714.25,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,5544.0,0.014697519793534841,5.5,1,0,1
0,0,0,65,1,1,111.05,7107.0,True,False,False,True,False,True,False,True,False,False,False,True,False,True,False,True,False,False,True,False,False,False,7218.25,0.015623241418120427,5.416666666666667,1,0,1
0,0,0,72,1,1,100.9,7459.05,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,True,7264.8,0.013525378516229784,6.0,1,0,1
0,0,0,12,1,1,78.95,927.35,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,947.4000000000001,0.0850433564927021,1.0,0,0,0
0,1,1,71,1,1,66.85,4748.7,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,True,False,True,False,False,True,4746.349999999999,0.014074573130934584,5.916666666666667,1,0,1
0,0,0,5,1,0,21.05,113.85,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,True,True,105.25,0.18328254244666958,0.4166666666666667,0,1,0
0,0,0,52,1,0,21.0,1107.2,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,False,False,True,1092.0,0.018949648077964266,4.333333333333333,0,0,1
1,1,0,25,1,1,98.5,2514.5,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,2462.5,0.03915722520373683,2.0833333333333335,0,0,0
0,0,0,1,1,0,20.2,20.2,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,True,True,20.2,0.9528301886792453,0.08333333333333333,0,1,0
0,1,1,1,1,0,19.45,19.45,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,19.45,0.9511002444987775,0.08333333333333333,0,1,0
0,0,0,38,1,0,95.0,3605.6,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True,True,False,False,False,False,True,3610.0,0.026340597792935176,3.1666666666666665,0,0,1
1,1,0,66,0,0,45.55,3027.25,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,3006.2999999999997,0.015041690745480061,5.5,0,0,1
0,1,0,68,1,1,110.0,7611.85,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,7480.0,0.014449253564696531,5.666666666666667,1,0,1
0,0,0,5,0,0,24.3,100.2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,121.5,0.24011857707509882,0.4166666666666667,0,1,0
0,1,1,72,1,1,104.15,7303.05,True,False,False,True,False,True,False,False,False,False,False,True,False,True,False,True,True,False,False,True,False,False,7498.8,0.014259212354789467,6.0,1,0,1
0,0,0,32,0,0,30.15,927.65,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,964.8,0.0324664836052334,2.6666666666666665,0,0,0
0,0,0,43,1,0,94.35,3921.3,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,True,False,False,False,True,True,4057.0499999999997,0.024054763786553805,3.5833333333333335,1,0,1
0,1,1,72,1,0,19.4,1363.25,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,True,False,False,True,1396.8,0.014220267546270845,6.0,0,0,1
0,1,0,55,1,1,96.75,5238.9,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,5321.25,0.018464092826198975,4.583333333333333,1,0,1
0,0,0,52,1,0,57.95,3042.25,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False,3013.4,0.019042142446397767,4.333333333333333,0,0,1
0,0,0,43,1,1,91.65,3954.1,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,3940.9500000000003,0.02317261257616748,3.5833333333333335,1,0,1
1,1,0,37,1,1,76.5,2868.15,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,2830.5,0.026662948957008173,3.0833333333333335,0,0,1
0,1,1,64,0,1,54.6,3423.5,False,False,False,False,False,True,False,False,False,True,False,True,False,True,True,False,False,True,False,True,False,False,3494.4,0.015943933420937365,5.333333333333333,0,0,1
0,1,1,3,1,0,89.85,248.4,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,269.54999999999995,0.3602646351242983,0.25,0,1,0
0,0,0,36,0,0,31.05,1126.35,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,1117.8,0.02754246684703065,3.0,0,0,0
0,1,1,10,1,1,100.25,1064.65,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,False,1002.5,0.09407403931872566,0.8333333333333334,0,0,0
0,0,0,41,1,0,20.65,835.15,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,False,True,False,846.65,0.0246965257429887,3.4166666666666665,0,0,1
0,1,1,27,1,1,85.2,2151.6,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,2300.4,0.03958004273901329,2.25,0,0,0
0,1,1,56,1,1,99.8,5515.45,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,True,False,True,False,False,False,5588.8,0.01809134497729518,4.666666666666667,1,0,1
0,0,0,6,1,0,20.7,112.75,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,124.19999999999999,0.18197802197802196,0.5,0,0,0
0,0,0,3,1,1,74.4,229.55,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,223.20000000000002,0.32270657124268054,0.25,0,1,0
0,1,1,7,1,0,50.7,350.35,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,354.90000000000003,0.14430055500213462,0.5833333333333334,0,0,0
0,1,1,4,1,0,20.85,62.9,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,83.4,0.3262910798122066,0.3333333333333333,0,1,0
0,0,0,33,1,1,88.95,3027.65,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,True,2935.35,0.029369521073745727,2.75,0,0,0
1,0,0,27,1,1,78.05,2135.5,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,2107.35,0.03653171074186754,2.25,0,0,0
0,1,0,72,1,1,23.55,1723.95,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,False,True,1695.6000000000001,0.013652569639699701,6.0,0,0,1
0,0,0,1,1,0,19.75,19.75,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,True,True,19.75,0.9518072289156626,0.08333333333333333,0,1,0
1,0,0,71,0,1,56.45,3985.35,False,False,False,True,False,True,False,False,False,False,False,True,False,True,True,False,True,False,False,True,False,True,4007.9500000000003,0.014160823811255913,5.916666666666667,1,0,1
0,0,0,13,1,1,85.95,1215.65,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,1117.3500000000001,0.07064480335347059,1.0833333333333333,0,0,0
0,1,1,25,0,1,58.6,1502.65,False,False,False,True,False,True,False,True,False,False,False,True,False,True,True,False,False,False,True,False,False,False,1465.0,0.03897183520101087,2.0833333333333335,0,0,0
0,0,0,67,1,0,50.55,3260.1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,3386.85,0.015500904602741407,5.583333333333333,0,0,1
0,0,0,1,0,1,35.45,35.45,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,True,35.45,0.9725651577503429,0.08333333333333333,0,1,0
0,0,0,2,1,0,44.35,81.25,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,88.7,0.539209726443769,0.16666666666666666,0,1,0
0,0,0,43,1,1,25.7,1188.2,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,True,False,False,False,1105.1,0.02161116717120753,3.5833333333333335,0,0,1
0,0,0,23,1,1,75.0,1778.5,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1725.0,0.04214667041303737,1.9166666666666667,0,0,0
0,1,1,64,1,0,20.2,1277.75,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,False,True,False,1292.8,0.015796676441837732,5.333333333333333,0,0,1
0,0,1,57,1,1,19.6,1170.55,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,False,True,True,1117.2,0.016729973112543213,4.75,0,0,1
1,1,0,1,1,1,70.45,70.45,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,70.45,0.9860041987403779,0.08333333333333333,0,1,0
1,1,1,72,1,1,88.05,6425.65,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,False,6339.599999999999,0.013700761672099772,6.0,1,0,1
0,0,0,8,1,0,71.15,563.65,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,569.2,0.12600726113521651,0.6666666666666666,0,0,0
0,1,0,61,1,1,101.05,5971.25,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,6164.05,0.016919921302691616,5.083333333333333,1,0,1
